id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/802445	10.2307/802445	A "Wee Bit" Effort	Florence P. Mowry	The English Journal	9	2	1920-02-01T00:00:00Z	p. 111	National Council of Teachers of English	fla			
10.2307/802244	10.2307/802244	Sonnet to a Sandstorm	Howe Eller	The English Journal	12	10	1923-12-01T00:00:00Z	p. 705	National Council of Teachers of English	fla			
10.2307/802620	10.2307/802620	Book Notices		The English Journal	12	4	1923-04-01T00:00:00Z	pp. 291-292	National Council of Teachers of English	mis			
10.2307/802477	10.2307/802477	The Language Game Contest		The English Journal	14	1	1925-01-01T00:00:00Z	pp. 77-78	National Council of Teachers of English	fla			
10.2307/802669	10.2307/802669	Back Matter		The English Journal	9	8	1920-10-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802347	10.2307/802347	Monotone	Elizabeth Collette	The English Journal	14	8	1925-10-01T00:00:00Z	p. 640	National Council of Teachers of English	fla			
10.2307/802291	10.2307/802291	Shakespeare Today	Hardin Craig	The English Journal	13	8	1924-10-01T00:00:00Z	pp. 539-549	National Council of Teachers of English	fla			
10.2307/802878	10.2307/802878	Current Reading as a Stimulus	Ida E. Melson	The English Journal	13	6	1924-06-01T00:00:00Z	pp. 389-396	National Council of Teachers of English	fla			
10.2307/802815	10.2307/802815	Objectives other than English Skills	Allen Oscar Hansen	The English Journal	13	3	1924-03-01T00:00:00Z	pp. 179-183	National Council of Teachers of English	fla			
10.2307/802346	10.2307/802346	American Education Week--November 16-22; Some Points of Contact with the English Class	Ruth Evelyn Henderson	The English Journal	14	8	1925-10-01T00:00:00Z	pp. 635-640	National Council of Teachers of English	fla			
10.2307/802601	10.2307/802601	A Correction: Lisping in Numbers		The English Journal	14	6	1925-06-01T00:00:00Z	p. 491	National Council of Teachers of English	fla			
10.2307/802282	10.2307/802282	Socialization of the Composition Class	Alice Calder	The English Journal	9	10	1920-12-01T00:00:00Z	pp. 593-596	National Council of Teachers of English	fla			
10.2307/802321	10.2307/802321	Front Matter		The English Journal	14	5	1925-05-01T00:00:00Z	p. 433	National Council of Teachers of English	mis			
10.2307/802829	10.2307/802829		John M. Clapp	The English Journal	13	3	1924-03-01T00:00:00Z	pp. 225-226	National Council of Teachers of English	brv	Circuits of Victory|A. Lincoln Lavine		
10.2307/802388	10.2307/802388	English, Economics, and Literature	Helen Sard Hughes	The English Journal	11	9	1922-11-01T00:00:00Z	pp. 563-568	National Council of Teachers of English	fla			
10.2307/801878	10.2307/801878	Natural Study of Literature	Laura A. Meier	The English Journal	11	5	1922-05-01T00:00:00Z	pp. 261-271	National Council of Teachers of English	fla			
10.2307/802029	10.2307/802029	Back Matter		The English Journal	14	9	1925-11-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802335	10.2307/802335	News and Notes	Caroline M. Doonan, E. Dudley Parsons	The English Journal	14	5	1925-05-01T00:00:00Z	pp. 416-425	National Council of Teachers of English	mis			
10.2307/802527	10.2307/802527	News and Notes	Hardin Craig	The English Journal	10	6	1921-06-01T00:00:00Z	pp. 351-362	National Council of Teachers of English	mis			
10.2307/802294	10.2307/802294	Popularizing Accuracy	Rewey Belle Inglis	The English Journal	13	8	1924-10-01T00:00:00Z	pp. 567-578	National Council of Teachers of English	fla			
10.2307/802554	10.2307/802554	Judges of the Quick and the Dead	S. D. Stephens	The English Journal	13	4	1924-04-01T00:00:00Z	pp. 272-274	National Council of Teachers of English	fla			
10.2307/802563	10.2307/802563	News and Notes		The English Journal	13	4	1924-04-01T00:00:00Z	pp. 287-293	National Council of Teachers of English	mis			
10.2307/802603	10.2307/802603	Book Notices		The English Journal	14	6	1925-06-01T00:00:00Z	pp. 498-502+504	National Council of Teachers of English	mis			
10.2307/802665	10.2307/802665	Habits of Accuracy in Written Work	Thomas C. Blaisdell	The English Journal	9	8	1920-10-01T00:00:00Z	pp. 473-475	National Council of Teachers of English	fla			
10.2307/802906	10.2307/802906	Art and the English Classroom	Alice D. Snyder	The English Journal	14	10	1925-12-01T00:00:00Z	pp. 801-805	National Council of Teachers of English	fla			
10.2307/802264	10.2307/802264	"Are You Honest?"	Harold J. Long	The English Journal	13	5	1924-05-01T00:00:00Z	pp. 348-350	National Council of Teachers of English	fla			
10.2307/802796	10.2307/802796	Editorial: Local Surveys. Only Our Share. The Chief Essential	E. M. H.	The English Journal	12	5	1923-05-01T00:00:00Z	pp. 347-349	National Council of Teachers of English	fla			
10.2307/802041	10.2307/802041	The Dallas Plan	Elizabeth W. Baker	The English Journal	12	9	1923-11-01T00:00:00Z	pp. 630-632	National Council of Teachers of English	fla			
10.2307/802356	10.2307/802356	A Gauntlet to Teachers of Literature	E. D. C.	The English Journal	14	8	1925-10-01T00:00:00Z	pp. 660-661	National Council of Teachers of English	brv	American and British Literature since 1890|Carl Van Doren;Mark Van Doren		
10.2307/802006	10.2307/802006	News and Notes		The English Journal	13	10	1924-12-01T00:00:00Z	pp. 747-752	National Council of Teachers of English	mis			
10.2307/802615	10.2307/802615	A "Sock and Buskin" Inspiration for a Faculty	Dorothy Hood, Helen Stuart	The English Journal	12	4	1923-04-01T00:00:00Z	pp. 279-281	National Council of Teachers of English	fla			
10.2307/802695	10.2307/802695	Training Teachers of Appreciation	J. Rose Colby	The English Journal	14	4	1925-04-01T00:00:00Z	pp. 277-287	National Council of Teachers of English	fla			
10.2307/801964	10.2307/801964	The Play Producer's Notebook	Lola Goding	The English Journal	12	3	1923-03-01T00:00:00Z	pp. 207-208	National Council of Teachers of English	fla			
10.2307/802283	10.2307/802283	I Would Not Plague Young Climbers Now to Try	Selina Sharpe	The English Journal	9	10	1920-12-01T00:00:00Z	p. 597	National Council of Teachers of English	fla			
10.2307/802433	10.2307/802433	Teachers' Summer Reading		The English Journal	12	6	1923-06-01T00:00:00Z	pp. 431-432	National Council of Teachers of English	brv			
10.2307/802425	10.2307/802425	American Authors of Today: X. The Drama	Percy H. Boynton	The English Journal	12	6	1923-06-01T00:00:00Z	pp. 407-415	National Council of Teachers of English	fla			
10.2307/802318	10.2307/802318	A Modern Classic	Thomas H. Briggs	The English Journal	10	7	1921-09-01T00:00:00Z	pp. 424-425	National Council of Teachers of English	brv	The Crisis|Winston Churchill;Walter Barnes		
10.2307/801944	10.2307/801944	The Vital Biography	Harold M. Field	The English Journal	11	8	1922-10-01T00:00:00Z	pp. 502-504	National Council of Teachers of English	fla			
10.2307/801951	10.2307/801951	H. G. Wells's Latest	Stanley T. Williams	The English Journal	11	8	1922-10-01T00:00:00Z	pp. 522-524	National Council of Teachers of English	brv	The Secret Places of the Heart|H. G. Wells		
10.2307/802655	10.2307/802655	Back Matter		The English Journal	9	3	1920-03-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802306	10.2307/802306	Front Matter		The English Journal	10	7	1921-09-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802551	10.2307/802551	The No-Man's-Land of Writing	Dora Davis Farrington	The English Journal	13	4	1924-04-01T00:00:00Z	pp. 264-267	National Council of Teachers of English	fla			
10.2307/802188	10.2307/802188	Editorial: Halting the Reaction		The English Journal	9	5	1920-05-01T00:00:00Z	p. 288	National Council of Teachers of English	fla			
10.2307/802957	10.2307/802957	Americanizing through Local History	Ruth E. Henderson	The English Journal	10	2	1921-02-01T00:00:00Z	pp. 61-67	National Council of Teachers of English	fla			
10.2307/802992	10.2307/802992	A Basis for Advanced Freshman Composition	M. Ellwood Smith	The English Journal	10	5	1921-05-01T00:00:00Z	pp. 281-283	National Council of Teachers of English	fla			
10.2307/801927	10.2307/801927	Informal Co-operation with the English Teacher	Clement E. Foust	The English Journal	12	8	1923-10-01T00:00:00Z	pp. 556-563	National Council of Teachers of English	fla			
10.2307/802680	10.2307/802680	Back Matter		The English Journal	11	1	1922-01-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802880	10.2307/802880	Junior-High Composition Again	E. A. Cross	The English Journal	13	6	1924-06-01T00:00:00Z	pp. 401-407	National Council of Teachers of English	fla			
10.2307/802377	10.2307/802377	The Orchid	Frederick Herbert Adler	The English Journal	14	2	1925-02-01T00:00:00Z	p. 155	National Council of Teachers of English	fla			
10.2307/802229	10.2307/802229	Back Matter		The English Journal	14	7	1925-09-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802469	10.2307/802469	Curriculum Building in English	Essie Chamberlain	The English Journal	14	1	1925-01-01T00:00:00Z	pp. 1-12	National Council of Teachers of English	fla			
10.2307/802647	10.2307/802647	Problems in the Present Conduct of Declamatory Contests	Gertrude E. Johnson	The English Journal	9	3	1920-03-01T00:00:00Z	pp. 156-167	National Council of Teachers of English	fla			
10.2307/802888	10.2307/802888	Editorial: The Inventory. A Model		The English Journal	13	6	1924-06-01T00:00:00Z	pp. 426-427	National Council of Teachers of English	fla			
10.2307/802548	10.2307/802548	A New Humanism	Edwin Greenlaw	The English Journal	13	4	1924-04-01T00:00:00Z	pp. 233-245	National Council of Teachers of English	fla			
10.2307/802198	10.2307/802198	The Project Method in Composition. III	W. Wilbur Hatfield	The English Journal	12	2	1923-02-01T00:00:00Z	pp. 107-116	National Council of Teachers of English	fla			
10.2307/802956	10.2307/802956	Front Matter		The English Journal	10	2	1921-02-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802395	10.2307/802395	News and Notes		The English Journal	11	9	1922-11-01T00:00:00Z	pp. 586-591	National Council of Teachers of English	mis			
10.2307/802535	10.2307/802535	An Experiment to Increase Vocabulary	Annie F. Kellogg	The English Journal	11	6	1922-06-01T00:00:00Z	pp. 341-348	National Council of Teachers of English	fla			
10.2307/802855	10.2307/802855	A Book Week	Elizabeth Rich	The English Journal	11	3	1922-03-01T00:00:00Z	pp. 178-181	National Council of Teachers of English	fla			
10.2307/802978	10.2307/802978	A Wonderful Afternoon	Charlotte Young	The English Journal	9	9	1920-11-01T00:00:00Z	pp. 534-536	National Council of Teachers of English	fla			
10.2307/802432	10.2307/802432	News and Notes		The English Journal	12	6	1923-06-01T00:00:00Z	pp. 423-430	National Council of Teachers of English	mis			
10.2307/802846	10.2307/802846	Book Notices		The English Journal	10	8	1921-10-01T00:00:00Z	pp. 487-488	National Council of Teachers of English	mis			
10.2307/802150	10.2307/802150	The Conspiracy	Rowena Keith Keyes	The English Journal	9	7	1920-09-01T00:00:00Z	pp. 374-389	National Council of Teachers of English	fla			
10.2307/802811	10.2307/802811	Back Matter		The English Journal	12	1	1923-01-01T00:00:00Z	p. 82	National Council of Teachers of English	mis			
10.2307/802546	10.2307/802546	Back Matter		The English Journal	11	6	1922-06-01T00:00:00Z	p. 382	National Council of Teachers of English	mis			
10.2307/802467	10.2307/802467	Back Matter		The English Journal	12	7	1923-09-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801998	10.2307/801998	The Once-upon-a-Time Club	Gertrude Klein	The English Journal	13	10	1924-12-01T00:00:00Z	pp. 724-726	National Council of Teachers of English	fla			
10.2307/801958	10.2307/801958	The Project Method in Composition. IV	W. Wilbur Hatfield	The English Journal	12	3	1923-03-01T00:00:00Z	pp. 173-179	National Council of Teachers of English	fla			
10.2307/802910	10.2307/802910	An Earnest of the Future	Blandford Jennings	The English Journal	14	10	1925-12-01T00:00:00Z	pp. 819-820	National Council of Teachers of English	brv	Readings in Literature|Ernest Hanes;Martha Jane McCoy, Manual to Readings in Literature|Ernest Hanes;Martha Jane McCoy		
10.2307/802995	10.2307/802995	Teachers	Alice G. Mallalieu	The English Journal	10	5	1921-05-01T00:00:00Z	pp. 287-288	National Council of Teachers of English	fla			
10.2307/802716	10.2307/802716	Our Grocery-Newspaper System of Teaching Writing	Nelson Antrim Crawford	The English Journal	10	10	1921-12-01T00:00:00Z	pp. 570-575	National Council of Teachers of English	fla			
10.2307/802257	10.2307/802257	An Assembly Program	Ethel E. Holmes	The English Journal	13	5	1924-05-01T00:00:00Z	pp. 341-342	National Council of Teachers of English	fla			
10.2307/802466	10.2307/802466	Book Notices		The English Journal	12	7	1923-09-01T00:00:00Z	pp. 505-508	National Council of Teachers of English	mis			
10.2307/801997	10.2307/801997	Extemporaneous Speaking in the High School	Grace T. Lewis	The English Journal	13	10	1924-12-01T00:00:00Z	pp. 720-723	National Council of Teachers of English	fla			
10.2307/802014	10.2307/802014	Aesthetics and Contemporary Literature. II	Llewellyn Jones	The English Journal	14	9	1925-11-01T00:00:00Z	pp. 665-675	National Council of Teachers of English	fla			
10.2307/802568	10.2307/802568	Book Notices		The English Journal	13	4	1924-04-01T00:00:00Z	pp. 297-300	National Council of Teachers of English	mis			
10.2307/802973	10.2307/802973	Plagiarism in "As You Like It"	Dora V. Smith	The English Journal	9	9	1920-11-01T00:00:00Z	pp. 491-508	National Council of Teachers of English	fla			
10.2307/802917	10.2307/802917	Building a Background for Business English	Paul Speicher	The English Journal	11	10	1922-12-01T00:00:00Z	pp. 621-627	National Council of Teachers of English	fla			
10.2307/802885	10.2307/802885	Class Averages in English	Eugene Thompson	The English Journal	13	6	1924-06-01T00:00:00Z	pp. 419-422	National Council of Teachers of English	fla			
10.2307/802966	10.2307/802966	A Bible Pageant	Olive Ely Hart	The English Journal	10	2	1921-02-01T00:00:00Z	p. 97	National Council of Teachers of English	fla			
10.2307/802090	10.2307/802090	The Old Parable from Another Angle	H. Y. Moffett	The English Journal	11	4	1922-04-01T00:00:00Z	pp. 243-245	National Council of Teachers of English	fla			
10.2307/802012	10.2307/802012	Back Matter		The English Journal	13	10	1924-12-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802368	10.2307/802368	Testing the Efficiency of the Group Method	Theodora M. Thie	The English Journal	14	2	1925-02-01T00:00:00Z	pp. 134-137	National Council of Teachers of English	fla			
10.2307/802656	10.2307/802656	Front Matter		The English Journal	9	8	1920-10-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802088	10.2307/802088	Four Years of English in Secondary Schools	Max J. Herzberg	The English Journal	11	4	1922-04-01T00:00:00Z	pp. 236-239	National Council of Teachers of English	fla			
10.2307/802183	10.2307/802183	Why "Treasure Island"?	Evaline Harrington, Sarah Cleghorn	The English Journal	9	5	1920-05-01T00:00:00Z	pp. 266-269	National Council of Teachers of English	fla			
10.2307/802277	10.2307/802277	What the Library and the English Department Can Do in Co-operation for the Whole School	Anne Thaxter Eaton	The English Journal	9	10	1920-12-01T00:00:00Z	pp. 570-578	National Council of Teachers of English	fla			
10.2307/802370	10.2307/802370	Objectives for A, B, and C Groups	Ruth Mary Weeks	The English Journal	14	2	1925-02-01T00:00:00Z	pp. 139-140	National Council of Teachers of English	fla			
10.2307/801921	10.2307/801921	Front Matter		The English Journal	12	8	1923-10-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802537	10.2307/802537	What Is Wrong with High-School English?	George P. Wilson	The English Journal	11	6	1922-06-01T00:00:00Z	pp. 355-360	National Council of Teachers of English	fla			
10.2307/802861	10.2307/802861	Book Notices		The English Journal	11	3	1922-03-01T00:00:00Z	pp. 197-198	National Council of Teachers of English	mis			
10.2307/803006	10.2307/803006	The Theater Public: A Question for the College	Allen Crafton	The English Journal	10	9	1921-11-01T00:00:00Z	pp. 511-519	National Council of Teachers of English	fla			
10.2307/802534	10.2307/802534	Our Task	Paul S. Nickerson	The English Journal	11	6	1922-06-01T00:00:00Z	p. 340	National Council of Teachers of English	fla			
10.2307/801943	10.2307/801943	Consolation	Hoxie Neale Fairchild	The English Journal	11	8	1922-10-01T00:00:00Z	p. 501	National Council of Teachers of English	fla			
10.2307/801959	10.2307/801959	American Authors of Today: VII. Theodore Dreiser	Percy H. Boynton	The English Journal	12	3	1923-03-01T00:00:00Z	pp. 180-188	National Council of Teachers of English	fla			
10.2307/802408	10.2307/802408	Leaning over Backward	E. Dudley Parsons	The English Journal	13	7	1924-09-01T00:00:00Z	pp. 494-495	National Council of Teachers of English	fla			
10.2307/802955	10.2307/802955	Back Matter		The English Journal	10	1	1921-01-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801949	10.2307/801949	Editorial: Meeting His Own Requirements		The English Journal	11	8	1922-10-01T00:00:00Z	pp. 510-511	National Council of Teachers of English	fla			
10.2307/802361	10.2307/802361	Shall We Change Entrance English?	Martha Hale Shackford	The English Journal	14	2	1925-02-01T00:00:00Z	pp. 98-107	National Council of Teachers of English	fla			
10.2307/802923	10.2307/802923	Editorial: Shackles or Tools? Thank You!		The English Journal	11	10	1922-12-01T00:00:00Z	pp. 646-647	National Council of Teachers of English	fla			
10.2307/802246	10.2307/802246	Buoyant America	Ellen FitzGerald	The English Journal	12	10	1923-12-01T00:00:00Z	pp. 711-712	National Council of Teachers of English	brv	Collected Poems|Vachel Lindsay		
10.2307/802064	10.2307/802064	Editorial: A Nominal Change. An Epoch in the Council		The English Journal	11	2	1922-02-01T00:00:00Z	pp. 118-120	National Council of Teachers of English	fla			
10.2307/802737	10.2307/802737	"And etc."	Fanny B. Wallace	The English Journal	13	9	1924-11-01T00:00:00Z	p. 674	National Council of Teachers of English	fla			
10.2307/802962	10.2307/802962	What I Owe to My Country	Sadie Wunsch	The English Journal	10	2	1921-02-01T00:00:00Z	pp. 92-94	National Council of Teachers of English	fla			
10.2307/802310	10.2307/802310	College Freshman Composition	L. J. Davidson	The English Journal	10	7	1921-09-01T00:00:00Z	pp. 392-396	National Council of Teachers of English	fla			
10.2307/802471	10.2307/802471	Modern English Novelists: Joseph Conrad	J. B. Priestley	The English Journal	14	1	1925-01-01T00:00:00Z	pp. 13-21	National Council of Teachers of English	fla			
10.2307/802873	10.2307/802873	Book Notices		The English Journal	10	3	1921-03-01T00:00:00Z	p. 177	National Council of Teachers of English	mis			
10.2307/802925	10.2307/802925	Robinson's Poetry	Paul S. Nickerson	The English Journal	11	10	1922-12-01T00:00:00Z	pp. 657-659	National Council of Teachers of English	brv	Collected Poems|Edwin Arlington Robinson		
10.2307/802384	10.2307/802384	American Authors of Today: III. Amy Lowell	Percy H. Boynton	The English Journal	11	9	1922-11-01T00:00:00Z	pp. 527-535	National Council of Teachers of English	fla			
10.2307/802060	10.2307/802060	Boost Your Home Town!	Eugenia E. Sage	The English Journal	11	2	1922-02-01T00:00:00Z	p. 113	National Council of Teachers of English	fla			
10.2307/801919	10.2307/801919	Book Notices		The English Journal	9	6	1920-06-01T00:00:00Z	pp. 365-366	National Council of Teachers of English	mis			
10.2307/802739	10.2307/802739	Editorial: Needed Helps. Christmas Goodies. Going, Going, Gone!		The English Journal	13	9	1924-11-01T00:00:00Z	pp. 675-676	National Council of Teachers of English	fla			
10.2307/802830	10.2307/802830	Book Notices		The English Journal	13	3	1924-03-01T00:00:00Z	pp. 226-231	National Council of Teachers of English	mis			
10.2307/802382	10.2307/802382	Back Matter		The English Journal	14	2	1925-02-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802891	10.2307/802891	An Important Book	Ernest W. Leisy	The English Journal	13	6	1924-06-01T00:00:00Z	pp. 440-441	National Council of Teachers of English	brv	A History of the American Drama. From the Beginning to the Civil War|Arthur Hobson Quinn		
10.2307/801953	10.2307/801953	Back Matter		The English Journal	11	8	1922-10-01T00:00:00Z	p. 525	National Council of Teachers of English	mis			
10.2307/802265	10.2307/802265	A Graded Sequence in High-School Literature	Stuart Grayson Noble	The English Journal	13	5	1924-05-01T00:00:00Z	pp. 350-352	National Council of Teachers of English	fla			
10.2307/802450	10.2307/802450	Book Notices		The English Journal	9	2	1920-02-01T00:00:00Z	p. 122	National Council of Teachers of English	mis			
10.2307/802746	10.2307/802746	The Inhibitory Instincts	Joseph M. Thomas	The English Journal	9	1	1920-01-01T00:00:00Z	pp. 1-12	National Council of Teachers of English	fla			
10.2307/802611	10.2307/802611	Illustrative Material for High-School Literature. VI	Jane Anderson Hilson, Katherine E. Wheeling	The English Journal	12	4	1923-04-01T00:00:00Z	pp. 266-273	National Council of Teachers of English	mis			
10.2307/802409	10.2307/802409	Subjective Emphasis in English Composition	Charles S. Weber	The English Journal	13	7	1924-09-01T00:00:00Z	pp. 495-497	National Council of Teachers of English	fla			
10.2307/802353	10.2307/802353	Editorial: The Immeasurables		The English Journal	14	8	1925-10-01T00:00:00Z	pp. 651-652	National Council of Teachers of English	fla			
10.2307/802153	10.2307/802153	Speaking of College Papers	Frances Wentworth Cutler	The English Journal	9	7	1920-09-01T00:00:00Z	pp. 407-410	National Council of Teachers of English	fla			
10.2307/802299	10.2307/802299	Causes for the Demand for Spoken English	Elizabeth W. Baker	The English Journal	13	8	1924-10-01T00:00:00Z	pp. 595-597	National Council of Teachers of English	fla			
10.2307/802154	10.2307/802154	The Reading of Prospective Teachers	Stephen C. Clement	The English Journal	9	7	1920-09-01T00:00:00Z	pp. 411-413	National Council of Teachers of English	fla			
10.2307/802284	10.2307/802284	Time-Saving Devices in English Work	G. Evelyn Fisher	The English Journal	9	10	1920-12-01T00:00:00Z	pp. 597-599	National Council of Teachers of English	fla			
10.2307/802275	10.2307/802275	Americanization and Literature	Lincoln R. Gibbs	The English Journal	9	10	1920-12-01T00:00:00Z	pp. 551-556	National Council of Teachers of English	fla			
10.2307/802565	10.2307/802565	Smaller Classes or Larger?	W. Wilbur Hatfield	The English Journal	13	4	1924-04-01T00:00:00Z	p. 295	National Council of Teachers of English	brv	Relation of Size of Class to School Efficiency		
10.2307/802057	10.2307/802057	Vocational Guidance in an English Class	William F. Linehan	The English Journal	11	2	1922-02-01T00:00:00Z	pp. 107-108	National Council of Teachers of English	fla			
10.2307/802879	10.2307/802879	Did Lessing Say the Final Word on Description?	Allan L. Carter	The English Journal	13	6	1924-06-01T00:00:00Z	pp. 396-401	National Council of Teachers of English	fla			
10.2307/802790	10.2307/802790	Teaching Literary Interpretation	Alma Paschall	The English Journal	12	5	1923-05-01T00:00:00Z	pp. 321-324	National Council of Teachers of English	fla			
10.2307/802903	10.2307/802903	A Stevenson Essay in a Junior Class	Essie Chamberlain	The English Journal	14	10	1925-12-01T00:00:00Z	pp. 790-795	National Council of Teachers of English	fla			
10.2307/801962	10.2307/801962	A Good Word for the English Teacher	Edwin L. Miller	The English Journal	12	3	1923-03-01T00:00:00Z	pp. 203-205	National Council of Teachers of English	fla			
10.2307/802875	10.2307/802875	Front Matter		The English Journal	13	6	1924-06-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802355	10.2307/802355	An Indispensable Book	Sterling Andrus Leonard	The English Journal	14	8	1925-10-01T00:00:00Z	pp. 658-660	National Council of Teachers of English	brv	The Improvement of the Written Examination|G. M. Ruch		
10.2307/803015	10.2307/803015	The Study Club: "When Lilacs Last in the Dooryard Bloomed"		The English Journal	10	9	1921-11-01T00:00:00Z	pp. 538-539	National Council of Teachers of English	fla			
10.2307/802253	10.2307/802253	A Statistical Study of Current Usage in Punctuation	Helen Ruhlen, S. L. Pressey	The English Journal	13	5	1924-05-01T00:00:00Z	pp. 325-331	National Council of Teachers of English	fla			
10.2307/802473	10.2307/802473	A Laboratory Experiment in English Composition	Elmer C. Stauffer	The English Journal	14	1	1925-01-01T00:00:00Z	pp. 27-31	National Council of Teachers of English	fla			
10.2307/802523	10.2307/802523	Japanese Lyric Poetry as an Aid to Teaching Description	Robert Max Garrett	The English Journal	10	6	1921-06-01T00:00:00Z	pp. 341-344	National Council of Teachers of English	fla			
10.2307/802975	10.2307/802975	Friends by Mail	Olive Ely Hart	The English Journal	9	9	1920-11-01T00:00:00Z	pp. 519-524	National Council of Teachers of English	fla			
10.2307/802314	10.2307/802314	The Study Club: Tom, Mark, and Huck		The English Journal	10	7	1921-09-01T00:00:00Z	pp. 403-404	National Council of Teachers of English	fla			
10.2307/802801	10.2307/802801	Book Notices		The English Journal	12	5	1923-05-01T00:00:00Z	pp. 358-360+362-363	National Council of Teachers of English	mis			
10.2307/802852	10.2307/802852	Humanism and the Teaching of English	Charles G. Osgood	The English Journal	11	3	1922-03-01T00:00:00Z	pp. 159-166	National Council of Teachers of English	fla			
10.2307/803013	10.2307/803013	Inflated Currency	Lynn Harold Hough	The English Journal	10	9	1921-11-01T00:00:00Z	pp. 536-537	National Council of Teachers of English	fla			
10.2307/802547	10.2307/802547	Front Matter		The English Journal	13	4	1924-04-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802805	10.2307/802805	The Project Method in Composition. II	W. Wilbur Hatfield	The English Journal	12	1	1923-01-01T00:00:00Z	pp. 11-23	National Council of Teachers of English	fla			
10.2307/802610	10.2307/802610	American Authors of Today: VIII. Mr. Cabell Expounds Himself	Percy H. Boynton	The English Journal	12	4	1923-04-01T00:00:00Z	pp. 258-265	National Council of Teachers of English	fla			
10.2307/801908	10.2307/801908	Front Matter		The English Journal	9	6	1920-06-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802053	10.2307/802053	A Question of Proportion	Clara Frances McIntyre	The English Journal	11	2	1922-02-01T00:00:00Z	pp. 89-94	National Council of Teachers of English	fla			
10.2307/802798	10.2307/802798			The English Journal	12	5	1923-05-01T00:00:00Z	p. 356	National Council of Teachers of English	brv	Better Speech|C. H. Woolbert;A. T. Weaver		
10.2307/802804	10.2307/802804	Tendencies in the Administration of Freshman English	J. R. Rutland	The English Journal	12	1	1923-01-01T00:00:00Z	pp. 1-10	National Council of Teachers of English	fla			
10.2307/802292	10.2307/802292	Old Wine in New Bottles	Luella B. Cook	The English Journal	13	8	1924-10-01T00:00:00Z	pp. 549-559	National Council of Teachers of English	fla			
10.2307/802223	10.2307/802223	A Lollypop Contest	Helen L. Reets	The English Journal	14	7	1925-09-01T00:00:00Z	pp. 556-557	National Council of Teachers of English	fla			
10.2307/802749	10.2307/802749	Getting a Hearing for Tennyson: A "Natural" Method in the Teaching of Poetry	Paul Kaufman	The English Journal	9	1	1920-01-01T00:00:00Z	pp. 25-27	National Council of Teachers of English	fla			
10.2307/802180	10.2307/802180	The Marking of English Themes	James Cloyd Bowman	The English Journal	9	5	1920-05-01T00:00:00Z	pp. 245-254	National Council of Teachers of English	fla			
10.2307/801920	10.2307/801920	Back Matter		The English Journal	9	6	1920-06-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802094	10.2307/802094	Editorial: Who Will Find out? Is Action Needed?		The English Journal	11	4	1922-04-01T00:00:00Z	pp. 251-252	National Council of Teachers of English	fla			
10.2307/802340	10.2307/802340	Aesthetics and Contemporary Literature. I	Llewellyn Jones	The English Journal	14	8	1925-10-01T00:00:00Z	pp. 583-591	National Council of Teachers of English	fla			
10.2307/801963	10.2307/801963	The Class Newspaper	O. M. Hanna	The English Journal	12	3	1923-03-01T00:00:00Z	pp. 205-207	National Council of Teachers of English	fla			
10.2307/802553	10.2307/802553	Correlating the School Paper and English Composition	Kelsey Guilfoil	The English Journal	13	4	1924-04-01T00:00:00Z	pp. 269-271	National Council of Teachers of English	fla			
10.2307/802963	10.2307/802963	Reports of Speech Week	Claudia E. Crumpton	The English Journal	10	2	1921-02-01T00:00:00Z	p. 94	National Council of Teachers of English	fla			
10.2307/802251	10.2307/802251	The Teaching of Poetry	Charles S. Pendleton	The English Journal	13	5	1924-05-01T00:00:00Z	pp. 310-319	National Council of Teachers of English	fla			
10.2307/802364	10.2307/802364	New Poetry	A. J. Armstrong	The English Journal	14	2	1925-02-01T00:00:00Z	pp. 120-125	National Council of Teachers of English	fla			
10.2307/801932	10.2307/801932	Editorial: Special Announcement. Living Literature. Write to the Editor		The English Journal	12	8	1923-10-01T00:00:00Z	pp. 569-571	National Council of Teachers of English	fla			
10.2307/802048	10.2307/802048	Book Notices		The English Journal	12	9	1923-11-01T00:00:00Z	pp. 647-652	National Council of Teachers of English	mis			
10.2307/802344	10.2307/802344	Relation of Intelligence to Vocabulary and to Language Training	W. Hardin Hughes	The English Journal	14	8	1925-10-01T00:00:00Z	pp. 621-626	National Council of Teachers of English	fla			
